carrera,modalidad,beca,edad,promedio,asistencias,aprobado
Medicina,Virtual,Si,26,4.8,94,No
Medicina,Hibrida,No,24,4.3,65,No
Industrial,Virtual,No,28,7.0,63,No
Computacion,Presencial,Si,29,9.3,65,Si
Medicina,Hibrida,No,19,10.0,100,Si
Arquitectura,Virtual,No,18,7.6,79,Si
Computacion,Presencial,No,27,8.0,88,Si
Medicina,Hibrida,Si,23,8.4,90,Si
Medicina,Hibrida,No,28,9.4,77,Si
Industrial,Virtual,Si,22,10.0,32,No
Industrial,Virtual,No,21,5.7,94,Si
Industrial,Hibrida,No,30,8.8,63,Si
Arquitectura,Hibrida,No,29,6.4,72,No
Derecho,Virtual,Si,23,6.3999999999999995,72,Si
Industrial,Presencial,No,23,7.7,90,Si
Medicina,Presencial,No,29,6.9,83,No
Derecho,Presencial,No,18,4.7,87,No
Arquitectura,Hibrida,No,30,7.4,61,Si
Industrial,Presencial,Si,19,5.2,88,No
Economia,Presencial,No,26,6.1,58,No
Computacion,Hibrida,No,27,7.4,55,No
Derecho,Virtual,Si,21,7.3,79,Si
Industrial,Presencial,Si,21,6.699999999999999,63,Si
Computacion,Hibrida,No,25,6.5,85,No
Derecho,Virtual,Si,26,8.1,73,No
Economia,Virtual,No,23,6.2,50,No
Computacion,Hibrida,Si,23,9.399999999999999,94,Si
Derecho,Presencial,No,26,5.9,88,Si
Economia,Hibrida,Si,25,6.0,53,No
Arquitectura,Virtual,Si,20,4.8,72,No
Industrial,Presencial,Si,28,6.3,96,Si
Industrial,Presencial,No,24,8.2,58,No
Derecho,Hibrida,No,22,7.2,93,Si
Derecho,Hibrida,No,20,8.6,93,Si
Computacion,Hibrida,Si,29,8.6,87,Si
Arquitectura,Presencial,No,29,5.0,62,No
Arquitectura,Presencial,Si,18,8.5,81,Si
Computacion,Virtual,No,30,6.4,74,Si
Economia,Presencial,Si,22,6.3999999999999995,95,Si
Computacion,Presencial,No,24,5.2,72,No
Industrial,Presencial,No,25,8.5,83,Si
Arquitectura,Presencial,Si,28,6.2,60,No
Computacion,Presencial,No,24,5.8,86,No
Computacion,Presencial,Si,28,8.1,61,No
Computacion,Hibrida,Si,27,6.9,61,No
Derecho,Hibrida,Si,25,4.9,52,No
Computacion,Virtual,No,19,6.1,51,No
Medicina,Presencial,Si,27,9.9,94,Si
Medicina,Presencial,Si,23,6.3,67,No
Medicina,Presencial,No,18,9.5,95,Si
Arquitectura,Presencial,Si,28,8.4,83,Si
Arquitectura,Virtual,Si,22,6.1000000000000005,67,No
Medicina,Virtual,No,19,6.9,72,No
Arquitectura,Virtual,No,25,10.0,85,Si
Industrial,Presencial,Si,21,10.0,69,No
Arquitectura,Hibrida,Si,28,6.300000000000001,53,No
Economia,Virtual,Si,23,10.0,35,No
Derecho,Hibrida,No,28,8.2,63,Si
Derecho,Presencial,No,19,8.3,81,Si
Industrial,Hibrida,Si,18,10.0,63,Si
Economia,Presencial,Si,28,9.700000000000001,71,No
Derecho,Virtual,No,18,4.9,76,No
Economia,Virtual,No,21,9.6,78,Si
Computacion,Virtual,No,24,5.7,42,No
Computacion,Hibrida,No,18,8.2,78,Si
Industrial,Presencial,Si,28,5.4,60,No
Derecho,Hibrida,No,20,9.7,66,No
Industrial,Hibrida,No,22,7.2,68,No
Economia,Presencial,Si,24,9.700000000000001,62,Si
Medicina,Presencial,Si,26,10.0,92,Si
Medicina,Presencial,Si,30,8.5,62,Si
Industrial,Presencial,No,27,8.6,92,Si
Derecho,Presencial,No,18,7.4,59,No
Economia,Presencial,No,25,5.2,91,No
Medicina,Presencial,No,26,4.4,76,No
Industrial,Hibrida,No,18,9.2,54,No
Arquitectura,Hibrida,No,26,5.0,85,No
Computacion,Presencial,Si,24,7.6,51,No
Economia,Virtual,Si,20,9.4,81,Si
Computacion,Virtual,Si,21,8.6,45,No
Medicina,Hibrida,No,22,8.1,86,Si
Derecho,Hibrida,No,27,5.5,90,No
Derecho,Virtual,No,21,4.9,80,No
Medicina,Virtual,Si,23,8.4,77,Si
Arquitectura,Presencial,No,20,9.0,72,Si
Medicina,Virtual,No,25,8.4,70,Si
Economia,Hibrida,No,20,8.3,63,Si
Industrial,Presencial,Si,29,8.3,89,Si
Medicina,Virtual,No,21,6.4,67,Si
Arquitectura,Virtual,Si,21,5.8,75,No
Medicina,Presencial,No,18,8.2,88,Si
Economia,Hibrida,Si,28,7.0,100,Si
Economia,Virtual,Si,29,5.3,66,No
Arquitectura,Hibrida,Si,28,4.699999999999999,54,No
Computacion,Virtual,Si,23,10.0,61,No
Economia,Presencial,No,27,9.5,87,Si
Medicina,Virtual,No,29,5.1,65,No
Derecho,Presencial,No,19,7.2,89,Si
Arquitectura,Hibrida,No,29,9.9,94,Si
Derecho,Presencial,Si,25,4.699999999999999,52,No
Medicina,Virtual,Si,30,4.6,85,No
Computacion,Virtual,No,23,9.9,66,Si
Arquitectura,Virtual,No,20,4.7,89,No
Economia,Virtual,Si,23,8.1,76,Si
Derecho,Virtual,No,21,7.1,78,Si
Derecho,Presencial,Si,29,6.6,78,Si
Economia,Hibrida,No,28,4.5,85,No
Arquitectura,Presencial,Si,22,6.6,80,Si
Industrial,Virtual,No,23,6.2,64,No
Economia,Presencial,No,29,5.6,62,No
Economia,Presencial,No,28,4.5,92,No
Arquitectura,Presencial,Si,30,4.8999999999999995,98,No
Economia,Presencial,Si,27,8.9,99,Si
Industrial,Presencial,No,27,4.4,87,No
Medicina,Hibrida,No,30,8.0,95,Si
Derecho,Presencial,Si,20,4.6,55,No
Derecho,Presencial,Si,29,5.0,70,No
Derecho,Hibrida,No,27,8.2,80,Si
Industrial,Hibrida,Si,25,5.199999999999999,50,No
Economia,Presencial,Si,29,4.8,98,No
Economia,Presencial,Si,24,8.0,87,Si
Industrial,Virtual,Si,24,5.9,60,No
Industrial,Virtual,No,30,5.0,46,No
Industrial,Presencial,No,19,8.0,95,Si
Industrial,Hibrida,Si,23,8.1,73,No
Computacion,Hibrida,No,29,9.0,78,Si
Medicina,Virtual,No,22,8.6,72,Si
Derecho,Presencial,No,24,6.8,79,Si
Medicina,Virtual,No,25,4.9,90,No
Derecho,Virtual,No,28,4.9,68,No
Industrial,Presencial,Si,27,9.799999999999999,63,Si
Derecho,Virtual,No,21,4.1,65,No
Arquitectura,Virtual,Si,21,7.2,76,Si
Derecho,Virtual,Si,23,10.0,39,No
Derecho,Presencial,No,30,5.3,81,No
Economia,Hibrida,Si,23,8.3,93,Si
Arquitectura,Presencial,No,23,8.3,94,Si
Economia,Hibrida,No,19,4.1,73,No
Derecho,Virtual,Si,23,8.2,67,Si
Economia,Hibrida,Si,20,10.0,100,Si
Derecho,Hibrida,Si,21,7.6000000000000005,80,Si
Computacion,Virtual,Si,27,6.300000000000001,63,No
Industrial,Virtual,Si,25,6.8999999999999995,49,No
Computacion,Virtual,Si,21,8.5,54,No
Derecho,Virtual,No,25,9.9,77,Si
Industrial,Presencial,Si,22,9.1,97,Si
Arquitectura,Virtual,Si,30,6.5,89,Si
Economia,Presencial,Si,28,8.0,76,Si
Derecho,Virtual,No,26,4.9,63,No
Economia,Virtual,No,21,8.2,65,Si
Derecho,Virtual,Si,19,4.6,50,No
Industrial,Virtual,Si,28,6.699999999999999,53,No
Computacion,Hibrida,No,23,7.4,86,Si
Arquitectura,Presencial,Si,25,4.5,54,No
Derecho,Hibrida,Si,19,8.8,72,Si
Computacion,Virtual,No,26,4.4,59,No
Arquitectura,Presencial,Si,25,5.7,98,Si
Derecho,Presencial,Si,18,8.1,94,Si
Derecho,Presencial,Si,20,7.3,70,No
Medicina,Presencial,No,25,4.1,100,No
Computacion,Presencial,Si,21,5.4,81,No
Arquitectura,Virtual,Si,24,6.0,79,No
Economia,Virtual,No,26,6.3,49,No
Economia,Virtual,No,19,7.9,73,Si
Industrial,Hibrida,No,21,5.1,52,No
Computacion,Hibrida,Si,21,9.2,97,Si
Industrial,Presencial,No,23,6.8,91,No
Arquitectura,Virtual,Si,26,4.8,39,No
Derecho,Virtual,No,29,6.0,65,No
Medicina,Hibrida,No,30,9.9,71,No
Computacion,Presencial,Si,18,9.899999999999999,50,No
Arquitectura,Presencial,Si,18,6.4,91,No
Economia,Presencial,No,24,7.9,69,No
Computacion,Virtual,Si,22,7.4,55,No
Industrial,Presencial,No,20,4.1,55,No
Medicina,Hibrida,No,22,4.1,98,No
Industrial,Presencial,Si,19,6.4,74,No
Medicina,Virtual,Si,18,8.3,60,No
Industrial,Virtual,No,21,8.8,38,No
Derecho,Presencial,No,30,4.0,91,No
Arquitectura,Virtual,No,30,5.4,91,No
Computacion,Hibrida,No,25,8.9,84,Si
Industrial,Virtual,Si,23,8.5,54,No
Medicina,Virtual,No,20,8.9,92,Si
Medicina,Presencial,No,20,6.0,87,No
Arquitectura,Hibrida,Si,18,6.199999999999999,90,Si
Industrial,Hibrida,Si,30,7.6000000000000005,100,Si
Computacion,Virtual,Si,26,7.8,75,Si
Arquitectura,Hibrida,Si,29,6.0,95,No
Economia,Hibrida,No,26,9.6,83,Si
Medicina,Presencial,No,29,6.4,100,Si
Industrial,Virtual,Si,29,10.0,57,No
Computacion,Virtual,Si,19,8.799999999999999,57,No
Derecho,Hibrida,Si,21,4.3,51,No
Industrial,Presencial,Si,22,7.0,57,No
Medicina,Presencial,No,23,6.3,72,No
Arquitectura,Virtual,Si,28,7.2,32,No
Industrial,Virtual,No,30,7.2,38,No
Arquitectura,Virtual,No,18,6.3,74,No
Arquitectura,Presencial,Si,21,8.8,95,Si
Medicina,Hibrida,No,21,7.6,85,Si
Arquitectura,Hibrida,No,21,7.7,56,No
Derecho,Hibrida,Si,26,6.8,82,Si
Arquitectura,Virtual,Si,22,7.6,74,Si
Derecho,Presencial,No,27,6.0,57,No
Computacion,Presencial,No,25,5.5,74,No
Industrial,Presencial,No,18,5.8,64,Si
Industrial,Hibrida,No,21,8.3,94,Si
Computacion,Presencial,Si,20,5.3,88,No
Economia,Hibrida,No,18,8.3,94,Si
Arquitectura,Presencial,No,25,4.2,77,No
Medicina,Presencial,Si,19,6.0,100,No
Derecho,Presencial,Si,18,5.1,86,No
Industrial,Hibrida,No,26,5.6,54,No
Industrial,Presencial,No,19,7.4,64,Si
Economia,Presencial,No,18,6.2,82,No
Computacion,Hibrida,No,27,7.2,69,No
Derecho,Virtual,Si,25,9.200000000000001,42,No
Derecho,Virtual,Si,20,8.7,73,Si
Arquitectura,Presencial,Si,21,8.5,76,Si
Derecho,Virtual,No,18,8.5,37,No
Computacion,Presencial,No,24,6.7,64,No
Derecho,Virtual,No,28,9.2,80,Si
Arquitectura,Virtual,No,30,4.5,83,No
Arquitectura,Presencial,Si,30,8.0,73,Si
Industrial,Virtual,No,26,7.6,49,No
Medicina,Hibrida,Si,25,6.8,100,No
Arquitectura,Hibrida,Si,22,8.5,67,Si
Derecho,Virtual,No,21,7.4,58,No
Economia,Hibrida,No,22,5.6,77,No
Derecho,Hibrida,Si,30,8.799999999999999,68,No
Industrial,Hibrida,No,21,8.8,87,Si
Computacion,Hibrida,No,28,5.5,88,No
Economia,Presencial,No,23,5.5,80,No
Arquitectura,Virtual,No,20,5.5,41,No
Medicina,Hibrida,No,18,4.4,78,No
Arquitectura,Hibrida,No,26,7.4,62,Si
Medicina,Hibrida,No,27,4.6,88,No
Derecho,Presencial,Si,23,8.6,53,No
Computacion,Hibrida,No,20,8.7,97,Si
Derecho,Presencial,Si,18,5.3,89,No
Derecho,Presencial,Si,27,7.8,98,Si
Derecho,Presencial,Si,26,7.7,98,Si
Medicina,Presencial,Si,20,5.3,100,No
Medicina,Presencial,Si,21,9.5,72,Si
Derecho,Presencial,No,19,4.0,92,No
Arquitectura,Hibrida,No,25,5.3,56,No
Medicina,Hibrida,No,25,4.9,88,No
Computacion,Hibrida,No,21,9.3,81,Si
Arquitectura,Virtual,No,18,7.0,72,No
Arquitectura,Presencial,No,20,8.2,88,Si
Industrial,Virtual,Si,30,6.7,48,No
Industrial,Virtual,Si,24,8.1,75,Si
Industrial,Hibrida,Si,25,8.600000000000001,51,No
Medicina,Presencial,No,24,8.3,83,Si
Economia,Presencial,No,23,9.5,66,Si
Derecho,Presencial,Si,18,9.9,73,Si
Industrial,Presencial,Si,27,8.399999999999999,53,No
Economia,Virtual,Si,22,5.5,64,Si
Medicina,Virtual,Si,26,4.9,63,No
Industrial,Presencial,No,26,6.8,77,No
Derecho,Presencial,Si,27,8.9,54,No
Derecho,Hibrida,Si,30,7.1,98,Si
Arquitectura,Presencial,Si,30,4.699999999999999,60,No
Computacion,Hibrida,Si,24,5.2,53,No
Derecho,Hibrida,No,27,8.7,79,Si
Derecho,Hibrida,Si,29,6.0,90,Si
Medicina,Presencial,Si,22,7.3999999999999995,96,Si
Industrial,Virtual,No,28,9.7,55,No
Arquitectura,Virtual,Si,26,9.299999999999999,52,No
Economia,Virtual,Si,27,9.6,57,No
Medicina,Presencial,Si,21,7.0,97,Si
Industrial,Presencial,No,24,5.5,51,No
Medicina,Virtual,No,24,6.8,78,No
Medicina,Presencial,Si,20,9.700000000000001,65,Si
Medicina,Hibrida,No,19,7.6,85,Si
Computacion,Virtual,Si,23,6.0,59,No
Industrial,Hibrida,No,18,4.1,63,No
Economia,Presencial,No,24,6.0,89,No
Arquitectura,Virtual,No,23,4.3,75,No
Medicina,Virtual,Si,28,9.5,100,Si
Medicina,Virtual,No,29,8.3,65,No
Derecho,Presencial,No,22,6.4,52,No
Computacion,Presencial,Si,24,8.0,76,Si
Medicina,Hibrida,No,21,4.0,61,No
Economia,Hibrida,No,30,4.4,79,No
Derecho,Hibrida,No,19,4.5,79,No
Economia,Hibrida,No,25,9.7,66,Si
Arquitectura,Hibrida,No,28,8.0,83,Si
Industrial,Hibrida,No,30,7.6,65,Si
Computacion,Virtual,No,22,6.0,68,No
Industrial,Virtual,Si,27,6.5,58,No
Derecho,Presencial,No,20,9.6,94,Si
Economia,Virtual,No,24,7.4,62,Si
Arquitectura,Virtual,Si,30,6.2,35,No
Medicina,Virtual,Si,23,10.0,54,No
Medicina,Hibrida,Si,24,6.8,74,No
Economia,Presencial,No,27,6.3,55,No
Computacion,Hibrida,Si,20,7.9,81,Si
Industrial,Hibrida,Si,18,4.0,61,No
Economia,Hibrida,No,28,7.4,52,No
Economia,Virtual,Si,18,10.0,49,No
Derecho,Presencial,No,25,4.6,87,No
Arquitectura,Presencial,No,20,4.4,88,No
Derecho,Hibrida,Si,25,7.8,94,Si
Economia,Hibrida,Si,29,7.1,78,Si
Economia,Hibrida,No,24,8.8,65,No
Economia,Hibrida,No,21,5.4,59,No
Computacion,Presencial,Si,27,9.4,59,No
Derecho,Hibrida,Si,22,8.9,94,Si
Medicina,Virtual,No,19,9.6,93,Si
Derecho,Virtual,Si,23,5.0,46,No
Economia,Virtual,Si,25,7.2,60,No
Industrial,Hibrida,No,28,5.9,98,No
Industrial,Presencial,Si,30,5.3,66,No
Economia,Presencial,Si,20,5.800000000000001,88,Si
Derecho,Hibrida,Si,24,4.7,50,No
Arquitectura,Virtual,No,18,4.6,88,No
Economia,Hibrida,No,26,6.3,83,No
Arquitectura,Hibrida,Si,24,9.2,96,Si
Industrial,Hibrida,No,26,10.0,79,Si
Economia,Presencial,No,27,7.8,100,Si
Medicina,Virtual,Si,23,9.2,63,No
Computacion,Presencial,No,24,5.6,83,Si
Derecho,Virtual,Si,24,4.6,46,No
Arquitectura,Virtual,Si,26,9.799999999999999,82,Si
Medicina,Hibrida,Si,26,8.7,74,No
Medicina,Hibrida,No,20,7.3,67,No
Computacion,Virtual,Si,25,4.199999999999999,45,No
Economia,Virtual,Si,24,5.3,44,No
Economia,Hibrida,Si,19,10.0,57,No
Derecho,Presencial,No,20,4.7,78,No
Arquitectura,Hibrida,No,26,4.7,92,No
Computacion,Virtual,Si,23,5.699999999999999,49,No
Arquitectura,Presencial,Si,20,5.300000000000001,60,No
Derecho,Virtual,No,18,6.0,56,No
Arquitectura,Virtual,Si,20,5.699999999999999,70,No
Computacion,Hibrida,Si,28,10.0,99,Si
Medicina,Virtual,No,21,9.4,53,No
Economia,Presencial,No,28,6.0,97,No
Economia,Virtual,Si,20,9.6,80,Si
Arquitectura,Hibrida,No,19,7.7,52,No
Industrial,Virtual,Si,22,7.2,63,Si
Economia,Hibrida,Si,29,6.3,74,Si
Medicina,Presencial,No,19,7.0,100,Si
Computacion,Virtual,No,20,8.3,50,No
Computacion,Virtual,No,23,9.3,50,No
Computacion,Presencial,Si,22,6.300000000000001,98,No
Computacion,Hibrida,No,26,7.9,56,No
Computacion,Virtual,No,19,7.9,61,Si
Computacion,Hibrida,Si,19,9.700000000000001,52,No
Arquitectura,Presencial,No,20,7.5,85,Si
Derecho,Presencial,No,20,5.1,86,No
Computacion,Hibrida,Si,25,5.3999999999999995,95,No
Industrial,Hibrida,Si,24,4.7,83,No
Industrial,Presencial,No,26,5.4,77,No
Industrial,Virtual,Si,26,6.6,41,No
Arquitectura,Virtual,No,21,7.7,39,No
Arquitectura,Virtual,Si,19,7.0,49,No
Industrial,Hibrida,Si,28,5.5,95,No
Industrial,Presencial,Si,28,6.6000000000000005,63,Si
Computacion,Hibrida,Si,29,4.7,94,No
Derecho,Virtual,Si,20,9.0,92,Si
Medicina,Virtual,No,25,8.0,86,Si
Derecho,Hibrida,Si,25,7.2,67,Si
Medicina,Virtual,Si,18,8.899999999999999,51,No
Economia,Presencial,No,22,5.1,99,No
Arquitectura,Presencial,No,23,5.8,64,No
Industrial,Virtual,No,24,5.6,68,No
Derecho,Presencial,Si,28,7.7,64,Si
Industrial,Presencial,Si,22,8.5,83,Si
Industrial,Hibrida,No,29,6.4,54,No
Computacion,Presencial,No,22,8.9,98,Si
Arquitectura,Hibrida,Si,28,7.0,83,Si
Economia,Hibrida,No,27,6.0,80,Si
Computacion,Hibrida,No,29,8.6,66,No
Economia,Hibrida,Si,28,6.9,88,Si
Medicina,Virtual,Si,21,6.5,61,No
Medicina,Presencial,No,26,4.1,60,No
Derecho,Presencial,No,18,5.2,76,No
Industrial,Presencial,Si,28,10.0,85,Si
Industrial,Presencial,Si,23,4.6,66,No
Computacion,Virtual,No,21,4.6,57,No
Economia,Hibrida,Si,18,7.300000000000001,67,No
Industrial,Hibrida,Si,25,9.5,63,No
Computacion,Presencial,Si,27,6.3,77,No
Medicina,Hibrida,Si,18,8.4,100,Si
Derecho,Presencial,Si,29,4.5,61,No
Derecho,Virtual,No,18,8.0,55,No
Industrial,Hibrida,Si,23,8.0,98,Si
Derecho,Hibrida,Si,20,6.8999999999999995,50,No
Derecho,Hibrida,No,19,4.5,60,No
Derecho,Virtual,Si,24,6.0,47,No
Industrial,Hibrida,No,25,4.9,88,No
Arquitectura,Presencial,No,24,5.0,100,No
Economia,Virtual,Si,29,9.100000000000001,40,No
Arquitectura,Virtual,Si,27,5.4,85,No
Industrial,Hibrida,Si,26,7.4,91,Si
Derecho,Presencial,Si,26,9.5,58,No
Arquitectura,Hibrida,Si,21,7.5,55,No
Economia,Virtual,No,26,4.8,55,No
Derecho,Presencial,Si,29,7.8999999999999995,83,Si
Medicina,Hibrida,Si,29,9.1,86,Si
Economia,Presencial,Si,30,4.699999999999999,51,No
Industrial,Presencial,Si,23,5.6,97,No
Computacion,Hibrida,Si,25,10.0,56,No
Industrial,Virtual,Si,30,8.4,83,Si
Economia,Virtual,Si,30,10.0,77,Si
Computacion,Hibrida,Si,27,8.4,84,Si
Computacion,Presencial,Si,30,6.3,89,Si
Medicina,Presencial,No,25,4.2,93,No
Economia,Presencial,No,23,7.8,55,No
Arquitectura,Virtual,Si,24,6.6,45,No
Arquitectura,Presencial,No,23,8.0,73,Si
Derecho,Hibrida,No,29,4.3,95,No
Medicina,Presencial,No,21,5.4,100,No
Arquitectura,Virtual,Si,30,7.8,80,Si
Computacion,Presencial,No,22,9.0,57,No
Arquitectura,Hibrida,Si,22,8.6,66,No
Arquitectura,Virtual,No,21,7.1,63,Si
Computacion,Virtual,No,21,4.9,45,No
Arquitectura,Hibrida,No,29,5.0,86,No
Industrial,Hibrida,No,24,5.8,51,No
Medicina,Hibrida,Si,23,8.5,94,Si
Economia,Presencial,No,18,8.9,68,No
Industrial,Virtual,Si,23,10.0,59,No
Medicina,Presencial,No,23,7.3,70,Si
Industrial,Presencial,Si,25,6.8999999999999995,76,No
Arquitectura,Hibrida,Si,30,5.7,56,No
Arquitectura,Hibrida,Si,22,6.4,58,No
Computacion,Hibrida,No,18,5.7,90,Si
Economia,Presencial,Si,21,6.0,98,Si
Arquitectura,Virtual,No,29,4.7,84,No
Computacion,Presencial,Si,29,8.0,83,Si
Computacion,Hibrida,Si,27,10.0,65,No
Derecho,Virtual,Si,20,6.4,58,No
Computacion,Hibrida,Si,19,10.0,89,Si
Economia,Virtual,Si,25,9.8,71,Si
Computacion,Presencial,Si,23,9.1,57,No
Arquitectura,Presencial,Si,29,6.8,80,No
Industrial,Virtual,Si,29,9.700000000000001,39,No
Economia,Presencial,Si,19,6.5,54,No
Industrial,Hibrida,No,19,7.2,64,Si
Arquitectura,Virtual,No,18,7.5,80,Si
Industrial,Presencial,Si,27,7.699999999999999,59,No
Economia,Virtual,No,19,4.6,38,No
Arquitectura,Virtual,Si,23,8.0,84,Si
Medicina,Virtual,Si,26,8.799999999999999,46,No
Computacion,Presencial,Si,26,9.600000000000001,73,No
Computacion,Presencial,No,20,8.1,54,No
Industrial,Presencial,Si,20,9.299999999999999,66,Si
Medicina,Hibrida,Si,24,8.1,96,Si
Arquitectura,Hibrida,Si,27,6.0,83,Si
Computacion,Presencial,Si,22,10.0,50,No
Derecho,Virtual,No,21,6.9,83,No
Derecho,Presencial,No,27,8.3,53,No
Economia,Virtual,Si,27,9.700000000000001,66,Si
Computacion,Virtual,No,27,5.1,32,No
Arquitectura,Presencial,No,30,7.6,86,Si
Industrial,Virtual,No,30,7.9,66,Si
Arquitectura,Virtual,Si,26,9.2,70,Si
Derecho,Virtual,Si,22,4.6,68,No
Derecho,Presencial,Si,19,5.699999999999999,99,Si
Derecho,Virtual,No,27,7.4,35,No
Computacion,Hibrida,No,20,6.4,57,No
Medicina,Presencial,No,20,8.5,82,Si
Industrial,Presencial,Si,23,8.7,88,Si
Arquitectura,Presencial,Si,22,9.8,72,No
Computacion,Presencial,No,23,4.2,100,No
Arquitectura,Virtual,Si,24,8.5,38,No
Industrial,Presencial,Si,18,7.5,77,Si
Derecho,Presencial,No,27,6.0,98,Si
Derecho,Virtual,No,26,4.9,73,No
Economia,Hibrida,Si,18,9.4,60,Si
Computacion,Hibrida,No,27,6.3,74,Si
Computacion,Presencial,No,26,5.2,55,No
Arquitectura,Virtual,Si,18,10.0,68,Si
Economia,Hibrida,Si,29,6.2,79,Si
Industrial,Hibrida,Si,27,10.0,91,Si
Industrial,Virtual,Si,28,6.1000000000000005,31,No
Medicina,Presencial,Si,29,10.0,69,Si
Derecho,Hibrida,Si,23,4.699999999999999,55,No
Industrial,Virtual,No,18,9.9,79,Si
Economia,Presencial,No,26,8.0,66,Si
Derecho,Presencial,Si,25,6.2,58,No
Industrial,Presencial,Si,23,9.6,75,Si
Computacion,Virtual,Si,21,9.2,52,No
Medicina,Presencial,Si,30,6.8,97,No
Arquitectura,Hibrida,No,24,4.7,63,No
Industrial,Hibrida,No,22,5.6,53,No
Derecho,Hibrida,No,18,4.8,75,No
Computacion,Presencial,No,22,5.7,53,No
Derecho,Hibrida,No,19,6.4,84,Si
Derecho,Virtual,No,28,7.1,54,No
Derecho,Hibrida,Si,25,9.8,87,Si
Industrial,Presencial,No,26,9.6,76,Si
Arquitectura,Virtual,No,30,8.4,69,Si
Medicina,Presencial,Si,19,9.6,74,Si
Computacion,Virtual,Si,27,8.9,92,Si
Arquitectura,Hibrida,No,24,8.1,57,No
Industrial,Presencial,No,25,5.4,75,No
Derecho,Presencial,No,30,4.0,84,No
Industrial,Presencial,Si,21,8.3,70,Si
Medicina,Hibrida,No,18,8.7,96,Si
Industrial,Virtual,No,27,4.9,44,No
Arquitectura,Presencial,No,27,6.4,79,No
Computacion,Hibrida,No,21,6.6,88,No
Arquitectura,Presencial,Si,20,10.0,52,No
Arquitectura,Hibrida,Si,28,9.9,77,Si
Industrial,Virtual,No,28,4.8,73,No
Arquitectura,Hibrida,Si,28,4.9,72,No
Medicina,Presencial,No,19,6.1,69,No
Medicina,Virtual,No,25,5.2,100,No
Arquitectura,Virtual,No,24,8.7,82,Si
Industrial,Virtual,No,27,7.2,65,No
Arquitectura,Virtual,No,29,9.1,43,No
Derecho,Virtual,Si,30,8.200000000000001,65,Si
Industrial,Presencial,No,18,8.2,51,No
Economia,Virtual,No,29,7.7,74,Si
Computacion,Hibrida,Si,20,5.8,84,No
Economia,Virtual,No,20,9.6,56,No
Derecho,Presencial,No,27,5.8,90,Si
Derecho,Hibrida,No,30,6.3,64,No
Derecho,Hibrida,Si,23,6.5,66,No
Economia,Presencial,No,29,9.9,80,Si
Economia,Virtual,Si,27,5.7,75,Si
Arquitectura,Hibrida,No,19,5.3,82,No
Industrial,Virtual,No,23,4.2,71,No
Medicina,Hibrida,No,18,7.7,100,Si
Economia,Virtual,Si,18,5.9,82,No
Arquitectura,Presencial,Si,25,7.6,60,Si
Industrial,Virtual,Si,22,9.0,39,No
Economia,Virtual,No,19,6.0,59,No
Industrial,Presencial,No,27,9.3,76,Si
Arquitectura,Presencial,Si,30,6.6,70,No
Economia,Presencial,Si,22,9.799999999999999,100,Si
Derecho,Virtual,No,27,7.2,37,No
Arquitectura,Hibrida,Si,30,7.2,67,Si
Arquitectura,Hibrida,No,24,5.0,58,No
Arquitectura,Virtual,No,18,9.7,81,Si
Medicina,Hibrida,No,22,5.8,67,No
Economia,Hibrida,No,29,9.4,67,Si
Economia,Hibrida,No,23,8.8,70,No
Arquitectura,Virtual,Si,26,5.6,81,No
Medicina,Virtual,Si,20,9.7,49,No
Industrial,Presencial,Si,19,10.0,58,No
Computacion,Virtual,No,19,5.3,55,No
Arquitectura,Presencial,No,26,8.4,93,Si
Economia,Virtual,No,24,7.5,75,Si
Industrial,Presencial,No,25,9.4,100,Si
Economia,Hibrida,No,20,8.5,58,No
Arquitectura,Hibrida,Si,23,6.1000000000000005,54,No
Derecho,Hibrida,Si,29,4.8999999999999995,54,No
Industrial,Presencial,No,27,4.6,74,No
Computacion,Hibrida,Si,24,5.8,60,No
Economia,Presencial,Si,30,7.3999999999999995,83,Si
Derecho,Presencial,No,25,6.8,66,No
Economia,Hibrida,No,25,4.8,59,No
Computacion,Virtual,Si,27,4.8,80,No
Derecho,Hibrida,Si,24,4.8999999999999995,61,No
Industrial,Virtual,Si,19,7.1000000000000005,52,No
Derecho,Hibrida,Si,18,6.1,61,No
Arquitectura,Presencial,No,20,9.7,96,Si
Economia,Hibrida,Si,28,6.2,85,Si
Derecho,Virtual,No,29,9.8,89,Si
Economia,Virtual,No,19,6.9,72,No
Medicina,Presencial,Si,30,6.9,70,Si
Economia,Hibrida,No,27,8.3,57,No
Medicina,Hibrida,No,18,5.1,73,No
Computacion,Virtual,Si,28,10.0,59,No
Industrial,Virtual,Si,27,9.799999999999999,71,Si
Industrial,Presencial,Si,30,6.8,96,No
Arquitectura,Presencial,Si,18,9.9,66,Si
Industrial,Virtual,No,23,8.1,78,Si
Economia,Presencial,Si,28,7.8,53,No
Computacion,Presencial,Si,22,10.0,65,No
Arquitectura,Hibrida,No,19,6.8,72,No
Derecho,Presencial,Si,18,9.2,91,Si
Industrial,Hibrida,No,28,4.1,69,No
Economia,Hibrida,Si,18,8.4,62,Si
Medicina,Presencial,Si,28,8.4,69,Si
Computacion,Hibrida,Si,29,5.0,63,No
Industrial,Virtual,No,25,8.5,52,No
Industrial,Hibrida,Si,19,4.8,75,No
